sample_id,Net,bass_gene_file,scale,run_name,trainer_output_dir,train_command,eval_extra_command
bass_0031,"[3, 2, 0, 5, 1, 2, 5, 6, 0, 0, 4, 4, 1, 7, 0, 5, 6, 6, 4, 5, 4, 0, 0, 3, 1, 4, 2, 0]",data/architectures/bass_50_sample/genes/bass_0031.json,2,bass_0031,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0031.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0031 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0031/checkpoints/best.keras --sample-id bass_0031 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0031_extra_datasets.csv
bass_0032,"[6, 5, 1, 0, 5, 1, 7, 7, 4, 1, 0, 7, 3, 2, 2, 2, 2, 1, 2, 1, 6, 7, 2, 6, 5, 2, 6, 5]",data/architectures/bass_50_sample/genes/bass_0032.json,2,bass_0032,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0032.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0032 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0032/checkpoints/best.keras --sample-id bass_0032 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0032_extra_datasets.csv
bass_0033,"[7, 5, 5, 1, 6, 5, 4, 2, 7, 3, 7, 3, 1, 6, 4, 6, 7, 0, 3, 2, 4, 5, 1, 6, 2, 7, 1, 4]",data/architectures/bass_50_sample/genes/bass_0033.json,2,bass_0033,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0033.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0033 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0033/checkpoints/best.keras --sample-id bass_0033 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0033_extra_datasets.csv
bass_0034,"[7, 2, 0, 7, 2, 6, 6, 1, 1, 3, 0, 1, 6, 7, 1, 1, 0, 3, 1, 7, 2, 5, 2, 5, 6, 4, 0, 7]",data/architectures/bass_50_sample/genes/bass_0034.json,2,bass_0034,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0034.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0034 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0034/checkpoints/best.keras --sample-id bass_0034 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0034_extra_datasets.csv
bass_0035,"[7, 0, 1, 0, 2, 0, 7, 7, 0, 4, 6, 2, 0, 1, 7, 5, 7, 3, 4, 2, 5, 2, 6, 2, 6, 7, 7, 7]",data/architectures/bass_50_sample/genes/bass_0035.json,2,bass_0035,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0035.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0035 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0035/checkpoints/best.keras --sample-id bass_0035 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0035_extra_datasets.csv
bass_0036,"[6, 5, 0, 7, 0, 1, 4, 3, 2, 7, 6, 4, 3, 3, 4, 3, 0, 3, 5, 2, 7, 1, 3, 4, 2, 6, 2, 0]",data/architectures/bass_50_sample/genes/bass_0036.json,2,bass_0036,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0036.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0036 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0036/checkpoints/best.keras --sample-id bass_0036 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0036_extra_datasets.csv
bass_0037,"[2, 7, 7, 4, 0, 7, 3, 4, 1, 5, 3, 0, 2, 2, 2, 5, 5, 5, 5, 6, 3, 0, 4, 1, 5, 3, 5, 7]",data/architectures/bass_50_sample/genes/bass_0037.json,2,bass_0037,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0037.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0037 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0037/checkpoints/best.keras --sample-id bass_0037 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0037_extra_datasets.csv
bass_0038,"[6, 0, 4, 2, 3, 6, 3, 5, 0, 5, 2, 4, 4, 3, 1, 3, 1, 1, 7, 6, 0, 5, 2, 7, 4, 1, 7, 2]",data/architectures/bass_50_sample/genes/bass_0038.json,2,bass_0038,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0038.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0038 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0038/checkpoints/best.keras --sample-id bass_0038 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0038_extra_datasets.csv
bass_0039,"[6, 4, 6, 5, 2, 4, 4, 3, 5, 2, 7, 3, 3, 6, 3, 5, 1, 7, 6, 6, 5, 7, 5, 4, 4, 4, 2, 3]",data/architectures/bass_50_sample/genes/bass_0039.json,2,bass_0039,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0039.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0039 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0039/checkpoints/best.keras --sample-id bass_0039 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0039_extra_datasets.csv
bass_0040,"[2, 3, 0, 0, 1, 1, 2, 2, 3, 0, 1, 0, 6, 0, 4, 4, 4, 2, 5, 0, 2, 7, 6, 7, 5, 5, 5, 1]",data/architectures/bass_50_sample/genes/bass_0040.json,2,bass_0040,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0040.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0040 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0040/checkpoints/best.keras --sample-id bass_0040 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0040_extra_datasets.csv
bass_0041,"[2, 1, 2, 3, 7, 5, 4, 0, 5, 3, 2, 2, 3, 5, 7, 3, 4, 3, 5, 0, 3, 6, 2, 2, 6, 3, 6, 2]",data/architectures/bass_50_sample/genes/bass_0041.json,2,bass_0041,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0041.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0041 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0041/checkpoints/best.keras --sample-id bass_0041 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0041_extra_datasets.csv
bass_0042,"[3, 5, 5, 1, 6, 6, 3, 3, 4, 0, 1, 3, 2, 5, 5, 3, 2, 1, 4, 2, 6, 7, 3, 4, 6, 2, 4, 0]",data/architectures/bass_50_sample/genes/bass_0042.json,2,bass_0042,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0042.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0042 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0042/checkpoints/best.keras --sample-id bass_0042 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0042_extra_datasets.csv
bass_0043,"[2, 1, 7, 0, 5, 5, 7, 2, 4, 5, 5, 7, 2, 1, 2, 6, 0, 0, 1, 6, 0, 4, 4, 6, 3, 5, 3, 6]",data/architectures/bass_50_sample/genes/bass_0043.json,2,bass_0043,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0043.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0043 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0043/checkpoints/best.keras --sample-id bass_0043 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0043_extra_datasets.csv
bass_0044,"[7, 0, 5, 2, 7, 6, 0, 1, 3, 7, 3, 3, 4, 6, 7, 7, 2, 1, 6, 6, 5, 0, 0, 4, 1, 1, 4, 5]",data/architectures/bass_50_sample/genes/bass_0044.json,2,bass_0044,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0044.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0044 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0044/checkpoints/best.keras --sample-id bass_0044 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0044_extra_datasets.csv
bass_0045,"[7, 1, 6, 4, 1, 4, 0, 7, 4, 5, 2, 6, 6, 5, 7, 0, 1, 2, 6, 5, 2, 3, 5, 7, 1, 6, 4, 6]",data/architectures/bass_50_sample/genes/bass_0045.json,2,bass_0045,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0045.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0045 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0045/checkpoints/best.keras --sample-id bass_0045 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0045_extra_datasets.csv
bass_0046,"[7, 4, 1, 3, 2, 4, 0, 3, 7, 7, 7, 6, 2, 1, 5, 4, 5, 2, 4, 2, 5, 3, 6, 6, 6, 5, 0, 3]",data/architectures/bass_50_sample/genes/bass_0046.json,2,bass_0046,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0046.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0046 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0046/checkpoints/best.keras --sample-id bass_0046 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0046_extra_datasets.csv
bass_0047,"[7, 3, 3, 1, 7, 0, 1, 6, 3, 2, 2, 0, 6, 4, 6, 1, 2, 4, 0, 0, 5, 2, 2, 2, 6, 3, 5, 3]",data/architectures/bass_50_sample/genes/bass_0047.json,2,bass_0047,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0047.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0047 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0047/checkpoints/best.keras --sample-id bass_0047 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0047_extra_datasets.csv
bass_0048,"[7, 3, 1, 7, 7, 5, 5, 1, 3, 3, 1, 2, 3, 5, 1, 3, 0, 1, 3, 2, 5, 6, 0, 4, 3, 0, 0, 2]",data/architectures/bass_50_sample/genes/bass_0048.json,2,bass_0048,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0048.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0048 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0048/checkpoints/best.keras --sample-id bass_0048 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0048_extra_datasets.csv
bass_0049,"[3, 2, 2, 1, 6, 4, 7, 4, 0, 4, 5, 2, 5, 4, 7, 6, 7, 5, 2, 1, 7, 3, 1, 4, 1, 0, 2, 3]",data/architectures/bass_50_sample/genes/bass_0049.json,2,bass_0049,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0049.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0049 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0049/checkpoints/best.keras --sample-id bass_0049 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0049_extra_datasets.csv
bass_0050,"[6, 5, 3, 4, 0, 6, 3, 2, 6, 7, 3, 2, 3, 3, 5, 2, 2, 4, 3, 0, 3, 1, 3, 6, 5, 5, 7, 5]",data/architectures/bass_50_sample/genes/bass_0050.json,2,bass_0050,srir_outputs/bass_50_sample,python -m srir_training.train --bass-gene-file data/architectures/bass_50_sample/genes/bass_0050.json --directory-train /data/DIV2K_train_HR --directory-val /data/DIV2K_valid_HR --scale 2 --epochs 1000 --lr-schedule plateau --early-stopping-patience 20 --reduce-lr-patience 15 --run-name bass_0050 --output-dir srir_outputs/bass_50_sample,python tools/eval_extra_datasets.py --model-path srir_outputs/bass_50_sample/bass_0050/checkpoints/best.keras --sample-id bass_0050 --scale 2 --set5-dir /data/Set5 --set14-dir /data/Set14 --bsd100-dir /data/BSD100 --output-csv results/zerocost_50_stratified_random/extra_datasets/bass_0050_extra_datasets.csv
